@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute label {0,1}

@data
1,0,0,0.080635,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,0,1,0,1,0,0,0.08,0.00001,0.077148,0.93349,0.497737,0.110321,0.611383,0.650739,0.97117,0.757809,0.319593,0.527531,0.64843,0.233613,0.514776,0.545947,0.796748,0
1,0,0,0.18127,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04386,0,1,1,0,0.014925,1,0,1,0,0,0,0.00022,0.53836,0.458035,0.633727,0.584276,0.626128,0.591117,0.175956,0.96867,0.134831,0.531304,0.437132,0.581096,0.172734,0.209356,0.923771,0
1,0,0,0.039683,0.029821,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,1,0,0,1,0,1,0,0,1,0,0.1,0,0.438315,0.926347,0.51634,0.045929,0.519454,0.449801,0.93377,0.344871,0.742021,0.303383,0.027233,0.015274,0.763721,0.086562,0.705005,0
0,1,0,0.235397,0.126429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,1,0,0,0.0855,0,0.036525,0.072184,0.398938,0.902353,0.044094,0.795557,0.391207,0.684774,0.185346,0.627382,0.26062,0.300743,0.230312,0.23146,0.887974,0
1,0,0,0.301587,0.083393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201754,0,1,0,1,0,0,1,1,0,0,0.146,0,0.177574,0.782489,0.506294,0.261901,0.576846,0.748651,0.743396,0.889086,0.094557,0.533514,0.890196,0.910264,0.043685,0.069195,0.744497,0
0,1,0,0.197143,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.138,0.00001,0.290062,0.210886,0.25868,0.053308,0.500363,0.073994,0.495446,0.394222,0.649223,0.079408,0.454266,0.213754,0.434994,0.497423,0.50691,0
1,0,0,0.109841,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.048246,1,0,1,0,0.044776,0,1,1,0,0,0.07,0.0021,0.864979,0.888373,0.614946,0.224481,0.135863,0.388757,0.983699,0.260911,0.255235,0.080344,0.772238,0.418815,0.982131,0.487152,0.983459,0
1,0,0,0.255238,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0.112,0,0.881543,0.178357,0.900278,0.46068,0.99259,0.477361,0.901536,0.619307,0.096329,0.782576,0.118467,0.985409,0.303638,0.00577,0.543417,0
1,0,0,0.346508,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0.1155,0,0.64978,0.333854,0.159983,0.712534,0.237603,0.920287,0.276567,0.681493,0.716225,0.149548,0.62163,0.986257,0.941003,0.869259,0.006058,0
1,0,0,0.235397,0.129464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.05,0,0.603353,0.670926,0.58601,0.391599,0.813543,0.937074,0.750234,0.628595,0.268401,0.146872,0.25219,0.657578,0.620436,0.94291,0.855532,0
1,0,0,0.604444,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0.06,0.00001,0.240324,0.139107,0.773833,0.450367,0.731104,0.397784,0.635763,0.264599,0.261317,0.446741,0.862993,0.141669,0.701581,0.656658,0.438913,0
1,0,0,0.18254,0.035714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.1,0,0.950462,0.294422,0.692537,0.637525,0.427947,0.191974,0.622965,0.399927,0.941193,0.946739,0.879809,0.334607,0.534437,0.523525,0.023721,0
1,0,0,0.238095,0.041607,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,1,0,0,1,0,0.14,0,0.233209,0.909096,0.025448,0.462872,0.667913,0.455119,0.511408,0.487699,0.499016,0.138634,0.093536,0.647844,0.564841,0.130982,0.646967,0
0,1,0,0.154762,0.053571,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.030702,0,1,0,1,0,0,1,1,0,0,0.08,0,0.885444,0.80917,0.134858,0.729765,0.200561,0.825453,0.031199,0.005219,0.978165,0.964719,0.403592,0.573709,0.186059,0.662224,0.42216,0
1,0,0,0.286984,0.001429,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0,0,0.716393,0.860185,0.019059,0.597278,0.108265,0.478371,0.216204,0.758524,0.068391,0.126458,0.627551,0.698117,0.748931,0.25767,0.959642,0
1,0,0,0.223492,0.142857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201754,1,0,1,0,0.029851,0,1,1,0,0,0.0375,0,0.694983,0.633283,0.421891,0.90636,0.923618,0.694344,0.828316,0.42103,0.561632,0.138092,0.467442,0.498546,0.146815,0.578438,0.626957,0
0,1,0,0.170635,0.08625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.06,0,0.907292,0.499328,0.278657,0.832078,0.035359,0.857548,0.560999,0.709093,0.169874,0.647846,0.306603,0.157768,0.001022,0.557139,0.16972,0
0,1,0,0.141587,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,0,1,1,0,0.029851,0,1,1,0,0,0.1,0.00394,0.48203,0.516842,0.679672,0.26593,0.315075,0.537466,0.490027,0.309548,0.32861,0.786434,0.336082,0.94275,0.610299,0.28144,0.773123,0
1,0,0,0.145556,0.113036,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0.08,0.01058,0.354018,0.550178,0.917095,0.590581,0.762611,0.745268,0.585949,0.135955,0.42118,0.01075,0.345914,0.718771,0.461591,0.826154,0.995491,0
0,1,0,0.394127,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.473684,1,0,0,1,0,0,1,1,0,0,0.49,0,0.189338,0.273421,0.261084,0.227107,0.065773,0.940952,0.354042,0.954075,0.3073,0.728527,0.194651,0.1393,0.285251,0.754796,0.898683,0
0,1,0,0.071429,0.357143,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,1,0,0.014925,1,0,1,0,0,0.06,0.00001,0.297965,0.001982,0.578886,0.955129,0.751106,0.065507,0.017025,0.367913,0.958889,0.506078,0.097416,0.465216,0.428385,0.972494,0.161635,0
1,0,0,0.290952,0.142857,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0.06,0,0.642626,0.565189,0.824088,0.900058,0.811524,0.497453,0.778584,0.955936,0.948042,0.920406,0.330494,0.630223,0.708983,0.634701,0.016001,0
0,1,0,0.170635,0.0625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0.066,0,0.337892,0.317141,0.901746,0.271404,0.143434,0.703302,0.81537,0.707714,0.055552,0.343225,0.130374,0.753315,0.465276,0.590291,0.733013,0
1,0,0,0.544921,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.05,0.00002,0.471109,0.574384,0.461719,0.907109,0.225271,0.861567,0.824325,0.987415,0.893333,0.941086,0.517165,0.504242,0.038805,0.876596,0.866417,0
1,0,0,0.24873,0.044643,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,0,1,0,1,0,1,0,1,0,0,0.1,0,0.765225,0.954963,0.526383,0.395156,0.125268,0.543561,0.025586,0.810637,0.203667,0.075105,0.911361,0.936852,0.534795,0.05545,0.122117,0
0,1,0,0.138889,0.014821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.011754,0,1,0,1,0,0,1,0,1,0,0.072,0,0.617739,0.844898,0.486364,0.747058,0.566496,0.205721,0.459002,0.376134,0.330534,0.793611,0.147711,0.649821,0.779674,0.748121,0.205783,0
0,1,0,0.609841,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.370295,0.957354,0.806612,0.693057,0.803846,0.912512,0.221649,0.951129,0.831801,0.118931,0.103878,0.430591,0.54647,0.646583,0.626098,0
1,0,0,0.02254,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.3,0,0.620978,0.077735,0.360014,0.96396,0.713682,0.097736,0.573835,0.395474,0.135655,0.198812,0.499487,0.106491,0.779248,0.939738,0.368483,0
1,0,0,0.189206,0.010357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0.08,0,0.209179,0.573511,0.938905,0.713699,0.046271,0.779379,0.646082,0.030977,0.31153,0.000189,0.398007,0.936567,0.996892,0.454715,0.570749,0
1,0,0,0.205079,0.520893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.089,0,0.736119,0.444521,0.494693,0.184267,0.336322,0.128451,0.853332,0.225214,0.536357,0.756356,0.61713,0.524202,0.74982,0.409792,0.520857,0
1,0,0,0.321429,0.160714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,1,0,0,1,0,0,1,1,0,0,0.12,0,0.62709,0.874041,0.895428,0.214638,0.350522,0.990916,0.636305,0.513309,0.230682,0.136121,0.162875,0.569366,0.619417,0.014784,0.83124,0
1,0,0,0.132222,0.409286,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055614,0,1,0,1,0,0,1,1,0,0,0.05,0.01212,0.990697,0.32249,0.868826,0.851373,0.253138,0.337275,0.99437,0.795518,0.608129,0.998135,0.506949,0.211456,0.565159,0.088135,0.868427,0
1,0,0,0.711587,0.096786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.084737,0,1,0,1,0,0,1,1,0,0,0.16,0,0.660344,0.290554,0.257527,0.409103,0.575179,0.701762,0.925643,0.762004,0.63945,0.789571,0.727248,0.736458,0.096165,0.725158,0.144049,0
0,1,0,0.156032,0.410714,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,0,1,1,0,0,0.01,0.00016,0.33083,0.827537,0.683122,0.085983,0.662018,0.034226,0.087737,0.351545,0.652544,0.725584,0.899728,0.827658,0.305822,0.857994,0.473564,0
0,1,0,0.235397,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,0,1,1,0,0,0.02,0.00154,0.984852,0.707263,0.304682,0.995928,0.274246,0.815369,0.736197,0.233937,0.008932,0.144121,0.920688,0.259898,0.643957,0.191885,0.749936,0
1,0,0,0.129683,0.017857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.18,0,0.430923,0.251193,0.35302,0.203193,0.22594,0.464807,0.488541,0.087949,0.895451,0.91458,0.686547,0.809976,0.087675,0.472953,0.79171,0
0,1,0,0.126984,0.419643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.09,0,0.592032,0.49057,0.811059,0.794459,0.561757,0.621374,0.384264,0.741789,0.411199,0.828854,0.630931,0.590177,0.447288,0.787534,0.338968,0
1,0,0,0.09254,0.020893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.044776,1,0,1,0,0,0.175,0.00769,0.497142,0.411596,0.664912,0.738549,0.540713,0.671555,0.966083,0.662013,0.162608,0.495676,0.112357,0.523285,0.875694,0.694857,0.487439,0
1,0,0,0.294921,0.267857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.055614,1,0,0,1,0,0,1,0,1,0,0.21,0,0.896872,0.9573,0.278716,0.830659,0.254897,0.285816,0.080941,0.379603,0.16744,0.129419,0.580767,0.456931,0.550676,0.517723,0.377768,0
1,0,0,0.425873,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.15,0,0.406707,0.973533,0.743235,0.388397,0.299689,0.182985,0.765484,0.657519,0.339363,0.126846,0.945168,0.583764,0.950936,0.956265,0.160662,0
1,0,0,0.074127,0.371964,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,1,0,0,1,0,1,0,1,0,0,0.06,0.00375,0.608486,0.710011,0.431106,0.14134,0.448636,0.472107,0.212242,0.405571,0.19451,0.206871,0.624912,0.742187,0.561701,0.981018,0.85509,0
1,0,0,0.604444,0.107143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0.09,0.00004,0.873262,0.241217,0.84009,0.614072,0.18445,0.913223,0.781415,0.042,0.769942,0.620918,0.567266,0.07937,0.327201,0.051706,0.8344,0
1,0,0,0.403492,0.089286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.350877,0,1,0,1,0,0,1,0,1,0,0.1,0,0.30854,0.888726,0.887122,0.682035,0.390893,0.11691,0.152956,0.302139,0.085426,0.97441,0.48626,0.238967,0.773812,0.950959,0.500541,0
0,1,0,0.228889,0.013393,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,1,0,1,0,0.059701,1,0,1,0,0,0.04,0,0.518309,0.58903,0.794897,0.15131,0.747392,0.037356,0.859039,0.538041,0.993095,0.467421,0.373036,0.537816,0.99144,0.586186,0.136659,1
1,0,0,0.464286,0.010357,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,1,0,1,0,0.119403,1,0,1,0,0,0.05,0.00375,0.721983,0.254078,0.016255,0.764223,0.333228,0.401517,0.431728,0.699864,0.70811,0.593819,0.66039,0.682572,0.560254,0.235491,0.125263,1
1,0,0,0.210317,0.053571,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,0,1,0,0,1,1,0,0,0.13,0.01065,0.93665,0.176608,0.167535,0.709147,0.08277,0.068492,0.241186,0.361712,0.708681,0.192705,0.041975,0.56553,0.326414,0.294986,0.180016,1
0,1,0,0.140159,0.383929,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,1,0,1,0,0.074627,0,1,1,0,0,0,0.0056,0.359003,0.601,0.067515,0.804861,0.00334,0.813341,0.193452,0.847729,0.717951,0.509421,0.933138,0.596737,0.880047,0.734016,0.96243,1
1,0,0,0.144127,0.107143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.045263,1,0,1,0,0.014925,1,0,1,0,0,0.13,0.008,0.168634,0.548615,0.544802,0.436523,0.099346,0.899884,0.988139,0.512127,0.910122,0.473706,0.393237,0.48712,0.84537,0.580183,0.005276,1
0,1,0,0.107143,0.422679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.210526,1,0,0,1,0,1,0,1,0,0,0.17,0,0.835456,0.950166,0.09406,0.662899,0.104155,0.123004,0.568128,0.750044,0.819322,0.370503,0.591101,0.086973,0.783291,0.442292,0.605765,1
0,1,0,0.238095,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03807,1,0,1,0,0.014925,0,1,1,0,0,0.1855,0,0.704229,0.096542,0.79937,0.527064,0.574723,0.983097,0.343262,0.316259,0.158813,0.59727,0.249515,0.988702,0.478333,0.168132,0.83363,1
1,0,0,0.480159,0.071429,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,1,0,1,0,0.029851,0,1,1,0,0,0,0.00015,0.316217,0.343808,0.833888,0.952916,0.20907,0.271337,0.968488,0.051546,0.141737,0.358481,0.518708,0.41548,0.012752,0.899227,0.259391,1
0,1,0,0.81619,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.164179,0,1,1,0,0,0,0.014,0.935989,0.656997,0.256873,0.666898,0.674732,0.931975,0.212117,0.130171,0.898185,0.223162,0.344941,0.441467,0.0716,0.206522,0.160642,1
1,0,0,0.088571,0.339286,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,1,0,0,1,0,0,1,1,0,0,0.03,0.004,0.294251,0.62253,0.223447,0.876252,0.059749,0.900451,0.014804,0.742823,0.52749,0.259268,0.324374,0.604796,0.324881,0.747641,0.722361,1
1,0,0,0.448413,0.007321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.179825,1,0,0,1,0,1,0,1,0,0,0.2,0,0.21398,0.032089,0.83652,0.997763,0.218986,0.809725,0.294572,0.406467,0.059098,0.44617,0.027686,0.032399,0.641779,0.214926,0.242494,1
1,0,0,0.284444,0.029643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.046842,1,0,1,0,0.119403,0,1,1,0,0,0.1515,0.0329,0.236459,0.941487,0.33153,0.878203,0.344446,0.32871,0.783791,0.954428,0.465777,0.952961,0.825649,0.211197,0.446466,0.635812,0.583174,1
0,1,0,0.52254,0.016429,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014561,1,0,1,0,0.164179,0,1,1,0,0,0.22,0.00006,0.621963,0.283539,0.481692,0.255757,0.045769,0.857428,0.760427,0.989247,0.46815,0.889373,0.728421,0.132352,0.830485,0.450912,0.759517,1
0,1,0,0.145556,0.41375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,1,0,0,1,0,1,0,1,0,0,0.04,0.01349,0.461457,0.830751,0.217858,0.830726,0.850742,0.587769,0.255953,0.608675,0.506795,0.852693,0.349264,0.976273,0.639971,0.232204,0.037513,1
1,0,0,0.075397,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,1,0,1,0,0.029851,1,0,1,0,0,0.06,0.003,0.748508,0.910773,0.219214,0.689405,0.427502,0.938055,0.412934,0.770707,0.381834,0.321963,0.708358,0.109737,0.174979,0.623845,0.305189,1
1,0,0,0.288413,0.159286,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21193,1,0,1,0,0.044776,1,0,1,0,0,0.1555,0.003,0.227046,0.570775,0.104087,0.130455,0.553253,0.059419,0.095343,0.773633,0.198348,0.654576,0.613777,0.170293,0.465306,0.198438,0.157107,1
1,0,0,0.194444,0.035714,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,1,0,0,1,0,0,1,1,0,0,0.14,0,0.949137,0.658932,0.281162,0.990814,0.585859,0.029031,0.936777,0.312789,0.899681,0.952922,0.954269,0.469888,0.404644,0.696234,0.923584,1
1,0,0,0.219524,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,1,0,1,0,0.044776,0,1,1,0,0,0.185,0.0056,0.20581,0.466331,0.65089,0.690401,0.867623,0.7913,0.43775,0.90664,0.404129,0.675407,0.503902,0.870063,0.339044,0.273281,0.216718,1
1,0,0,0.538413,0.010357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.526316,1,0,1,0,0.298507,1,0,1,0,0,0,0.15,0.437835,0.697109,0.114816,0.568718,0.098573,0.523681,0.39496,0.825128,0.797809,0.775426,0.663971,0.23153,0.326301,0.270585,0.709525,1
1,0,0,0.820159,0.392857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.701754,1,0,1,0,0.104478,0,1,1,0,0,0.011,0,0.922451,0.109745,0.466651,0.060824,0.427203,0.676045,0.934846,0.148938,0.581044,0.090385,0.907579,0.125001,0.041736,0.293005,0.264354,1
1,0,0,0.374286,0.232143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.149123,1,0,1,0,0.179104,0,1,1,0,0,0.0465,0,0.481964,0.288274,0.19018,0.127567,0.945586,0.269614,0.611912,0.915858,0.131823,0.841858,0.147176,0.605376,0.727854,0.827774,0.670238,1
1,0,0,0.596508,0.357143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.164179,1,0,1,0,0,0,0.01249,0.969515,0.947255,0.931397,0.032978,0.315159,0.962325,0.446788,0.725084,0.553481,0.747372,0.356924,0.337968,0.094458,0.812856,0.728403,1
1,0,0,0.148095,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03807,1,0,1,0,0.164179,0,1,1,0,0,0.03,0.02184,0.649257,0.165712,0.107777,0.314368,0.349602,0.349151,0.369076,0.760461,0.617735,0.148402,0.158294,0.62535,0.536337,0.717401,0.723692,1
1,0,0,0.333333,0.535714,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.188596,1,0,1,0,0.134328,0,1,1,0,0,0,0.00134,0.859234,0.843177,0.250844,0.922882,0.506515,0.56466,0.084939,0.768384,0.163093,0.557301,0.427108,0.273789,0.398542,0.723924,0.772715,1
